Record_ID,Year,Month_Name,Quarter,Facility_ID,Facility_Name,Facility_Type,Region,Facility_Area_SqFt,Energy_Type,Unit_of_Measure,Consumption_Amount,Unit_Cost_INR,Total_Cost_INR,Renewable_Percentage,CO2_Emission_Factor_kgCO2_per_unit,CO2_Emissions_kg,Peak_Demand_kW,Avg_Temperature_C,Heating_Cooling_Degree_Days,Operating_Hours,Headcount_Occupancy
ENG500130,2024,Sep-2024,Q3,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Natural Gas,m3,7839.7,46.71,366192.39,0.0,2.02,15836.19,,25.4,101.6,394.0,463
ENG500131,2024,Sep-2024,Q3,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Water,KL,1085.3,59.73,64824.97,0.0,0.35,379.85,,25.4,101.6,394.0,463
ENG500132,2024,Sep-2024,Q3,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Steam,kg,24218.7,3.47,84038.89,0.0,0.09,2179.68,,25.4,101.6,394.0,463
ENG500133,2024,Oct-2024,Q4,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Electricity,kWh,61310.5,9.38,575092.49,16.8,0.82,41828.48,202.6,26.1,124.3,473.0,465
ENG500134,2024,Oct-2024,Q4,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Natural Gas,m3,7689.1,46.27,355774.66,0.0,2.02,15531.98,,26.1,124.3,473.0,465
ENG500135,2024,Oct-2024,Q4,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Water,KL,1209.1,61.67,74565.2,0.0,0.35,423.18,,26.1,124.3,473.0,465
ENG500136,2024,Oct-2024,Q4,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Steam,kg,25975.9,3.45,89616.86,0.0,0.09,2337.83,,26.1,124.3,473.0,465
ENG500137,2024,Nov-2024,Q4,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Electricity,kWh,48791.2,9.54,465468.05,16.1,0.82,33567.37,237.9,21.2,22.8,337.0,435
ENG500138,2024,Nov-2024,Q4,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Natural Gas,m3,8740.8,45.14,394559.71,0.0,2.02,17656.42,,21.2,22.8,337.0,435
ENG500139,2024,Nov-2024,Q4,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Water,KL,959.9,58.9,56538.11,0.0,0.35,335.96,,21.2,22.8,337.0,435
ENG500140,2024,Nov-2024,Q4,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Steam,kg,24028.8,3.44,82659.07,0.0,0.09,2162.59,,21.2,22.8,337.0,435
ENG500141,2024,Dec-2024,Q4,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Electricity,kWh,50749.1,9.3,471966.63,14.7,0.82,35496.97,110.5,20.8,36.2,704.0,434
ENG500142,2024,Dec-2024,Q4,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Natural Gas,m3,8217.2,46.54,382428.49,0.0,2.02,16598.74,,20.8,36.2,704.0,434
ENG500143,2024,Dec-2024,Q4,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Water,KL,1040.8,60.69,63166.15,0.0,0.35,364.28,,20.8,36.2,704.0,434
ENG500144,2024,Dec-2024,Q4,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Steam,kg,27096.7,3.45,93483.62,0.0,0.09,2438.7,,20.8,36.2,704.0,434
ENG500145,2025,Jan-2025,Q1,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Electricity,kWh,49636.3,9.83,487924.83,17.6,0.82,33538.26,153.9,21.0,30.6,565.0,454
ENG500146,2025,Jan-2025,Q1,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Natural Gas,m3,7728.1,49.7,384086.57,0.0,2.02,15610.76,,21.0,30.6,565.0,454
ENG500147,2025,Jan-2025,Q1,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Water,KL,934.6,63.21,59076.07,0.0,0.35,327.11,,21.0,30.6,565.0,454
ENG500148,2025,Jan-2025,Q1,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Steam,kg,25303.2,3.7,93621.84,0.0,0.09,2277.29,,21.0,30.6,565.0,454
ENG500149,2025,Feb-2025,Q1,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Electricity,kWh,56882.0,10.09,573939.38,19.9,0.82,37361.24,201.3,22.9,27.0,450.0,446
ENG500150,2025,Feb-2025,Q1,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Natural Gas,m3,8703.5,49.68,432389.88,0.0,2.02,17581.07,,22.9,27.0,450.0,446
ENG500151,2025,Feb-2025,Q1,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Water,KL,1014.5,62.21,63112.04,0.0,0.35,355.07,,22.9,27.0,450.0,446
ENG500152,2025,Feb-2025,Q1,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Steam,kg,25391.5,3.67,93186.8,0.0,0.09,2285.24,,22.9,27.0,450.0,446
ENG500153,2025,Mar-2025,Q1,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Electricity,kWh,59736.4,9.89,590793.0,21.0,0.82,38697.24,150.8,27.0,151.4,560.0,460
ENG500154,2025,Mar-2025,Q1,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Natural Gas,m3,7311.8,48.68,355938.42,0.0,2.02,14769.84,,27.0,151.4,560.0,460
ENG500155,2025,Mar-2025,Q1,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Water,KL,1075.9,61.87,66565.93,0.0,0.35,376.56,,27.0,151.4,560.0,460
ENG500156,2025,Mar-2025,Q1,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Steam,kg,23621.7,3.76,88817.59,0.0,0.09,2125.95,,27.0,151.4,560.0,460
ENG500157,2025,Apr-2025,Q2,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Electricity,kWh,67108.9,10.07,675786.62,21.4,0.82,43253.03,150.8,30.3,247.8,595.0,441
ENG500158,2025,Apr-2025,Q2,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Natural Gas,m3,6856.9,49.81,341542.19,0.0,2.02,13850.94,,30.3,247.8,595.0,441
ENG500159,2025,Apr-2025,Q2,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Water,KL,1271.9,62.06,78934.11,0.0,0.35,445.17,,30.3,247.8,595.0,441
ENG500160,2025,Apr-2025,Q2,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Steam,kg,24513.8,3.6,88249.68,0.0,0.09,2206.24,,30.3,247.8,595.0,441
ENG500161,2025,May-2025,Q2,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Electricity,kWh,59427.8,9.55,567535.49,16.9,0.82,40495.29,114.3,28.0,180.1,683.0,429
ENG500162,2025,May-2025,Q2,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Natural Gas,m3,7424.8,48.66,361290.77,0.0,2.02,14998.1,,28.0,180.1,683.0,429
ENG500163,2025,May-2025,Q2,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Water,KL,1099.5,63.21,69499.4,0.0,0.35,384.82,,28.0,180.1,683.0,429
ENG500164,2025,May-2025,Q2,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Steam,kg,22418.0,3.74,83843.32,0.0,0.09,2017.62,,28.0,180.1,683.0,429
ENG500165,2025,Jun-2025,Q2,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Electricity,kWh,56835.3,9.72,552439.12,17.8,0.82,38309.27,152.1,26.8,143.8,509.0,442
ENG500166,2025,Jun-2025,Q2,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Natural Gas,m3,8001.5,47.98,383911.97,0.0,2.02,16163.03,,26.8,143.8,509.0,442
ENG500167,2025,Jun-2025,Q2,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Water,KL,1200.8,63.31,76022.65,0.0,0.35,420.28,,26.8,143.8,509.0,442
ENG500168,2025,Jun-2025,Q2,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Steam,kg,22846.8,3.75,85675.5,0.0,0.09,2056.21,,26.8,143.8,509.0,442
ENG500169,2025,Jul-2025,Q3,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Electricity,kWh,55930.8,9.81,548681.15,20.7,0.82,36369.56,253.6,25.7,110.5,355.0,458
ENG500170,2025,Jul-2025,Q3,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Natural Gas,m3,7477.3,49.7,371621.81,0.0,2.02,15104.15,,25.7,110.5,355.0,458
ENG500171,2025,Jul-2025,Q3,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Water,KL,1130.1,65.03,73490.4,0.0,0.35,395.53,,25.7,110.5,355.0,458
ENG500172,2025,Jul-2025,Q3,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Steam,kg,24208.2,3.71,89812.42,0.0,0.09,2178.74,,25.7,110.5,355.0,458
ENG500173,2025,Aug-2025,Q3,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Electricity,kWh,61501.9,9.63,592263.3,18.8,0.82,40950.43,134.5,25.4,102.7,606.0,430
ENG500174,2025,Aug-2025,Q3,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Natural Gas,m3,7285.3,48.43,352827.08,0.0,2.02,14716.31,,25.4,102.7,606.0,430
ENG500175,2025,Aug-2025,Q3,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Water,KL,1140.6,62.62,71424.37,0.0,0.35,399.21,,25.4,102.7,606.0,430
ENG500176,2025,Aug-2025,Q3,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Steam,kg,24366.7,3.71,90400.46,0.0,0.09,2193.0,,25.4,102.7,606.0,430
ENG500177,2025,Sep-2025,Q3,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Electricity,kWh,54083.1,10.0,540831.0,20.6,0.82,35212.42,290.2,24.6,78.8,306.0,405
ENG500178,2025,Sep-2025,Q3,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Natural Gas,m3,7397.9,48.76,360721.6,0.0,2.02,14943.76,,24.6,78.8,306.0,405
ENG500179,2025,Sep-2025,Q3,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Water,KL,1123.5,65.23,73285.9,0.0,0.35,393.22,,24.6,78.8,306.0,405
ENG500180,2025,Sep-2025,Q3,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Steam,kg,22647.7,3.77,85381.83,0.0,0.09,2038.29,,24.6,78.8,306.0,405
ENG500181,2025,Oct-2025,Q4,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Electricity,kWh,62710.7,9.92,622090.14,20.2,0.82,41035.37,151.9,26.1,123.7,551.0,445
ENG500182,2025,Oct-2025,Q4,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Natural Gas,m3,7951.4,47.91,380951.57,0.0,2.02,16061.83,,26.1,123.7,551.0,445
ENG500183,2025,Oct-2025,Q4,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Water,KL,1163.4,61.88,71991.19,0.0,0.35,407.19,,26.1,123.7,551.0,445
ENG500184,2025,Oct-2025,Q4,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Steam,kg,23631.3,3.74,88381.06,0.0,0.09,2126.82,,26.1,123.7,551.0,445
ENG500185,2025,Nov-2025,Q4,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Electricity,kWh,54961.7,9.63,529281.17,18.0,0.82,36956.25,132.6,24.5,75.2,593.0,461
ENG500186,2025,Nov-2025,Q4,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Natural Gas,m3,7800.4,47.32,369114.93,0.0,2.02,15756.81,,24.5,75.2,593.0,461
ENG500187,2025,Nov-2025,Q4,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Water,KL,1105.4,62.0,68534.8,0.0,0.35,386.89,,24.5,75.2,593.0,461
ENG500188,2025,Nov-2025,Q4,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Steam,kg,22897.1,3.8,87008.98,0.0,0.09,2060.74,,24.5,75.2,593.0,461
ENG500189,2025,Dec-2025,Q4,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Electricity,kWh,53177.2,9.91,526986.05,18.8,0.82,35407.51,171.6,21.4,16.7,444.0,465
ENG500190,2025,Dec-2025,Q4,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Natural Gas,m3,8251.5,49.66,409769.49,0.0,2.02,16668.03,,21.4,16.7,444.0,465
ENG500191,2025,Dec-2025,Q4,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Water,KL,923.4,65.55,60528.87,0.0,0.35,323.19,,21.4,16.7,444.0,465
ENG500192,2025,Dec-2025,Q4,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Steam,kg,25522.9,3.63,92648.13,0.0,0.09,2297.06,,21.4,16.7,444.0,465
ENG500193,2026,Jan-2026,Q1,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Electricity,kWh,49279.7,10.12,498710.56,20.2,0.82,32246.66,162.4,22.8,24.9,404.0,456
ENG500194,2026,Jan-2026,Q1,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Natural Gas,m3,8117.6,50.09,406610.58,0.0,2.02,16397.55,,22.8,24.9,404.0,456
ENG500195,2026,Jan-2026,Q1,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Water,KL,1025.0,68.13,69833.25,0.0,0.35,358.75,,22.8,24.9,404.0,456
ENG500196,2026,Jan-2026,Q1,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Steam,kg,26095.9,3.8,99164.42,0.0,0.09,2348.63,,22.8,24.9,404.0,456
ENG500197,2026,Feb-2026,Q1,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Electricity,kWh,53044.7,10.31,546890.86,22.2,0.82,33840.4,193.1,23.8,54.4,461.0,414
ENG500198,2026,Feb-2026,Q1,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Natural Gas,m3,7659.9,50.57,387361.14,0.0,2.02,15473.0,,23.8,54.4,461.0,414
ENG500199,2026,Feb-2026,Q1,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Water,KL,1020.7,65.45,66804.82,0.0,0.35,357.25,,23.8,54.4,461.0,414
ENG500200,2026,Feb-2026,Q1,FAC001,Pune Manufacturing Plant,Manufacturing Plant,Pune,185000,Steam,kg,24917.5,3.87,96430.73,0.0,0.09,2242.57,,23.8,54.4,461.0,414
ENG500201,2022,Jan-2022,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Electricity,kWh,14632.9,8.45,123648.0,6.4,0.82,11231.04,39.4,23.1,33.1,629.0,895
ENG500202,2022,Jan-2022,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Natural Gas,m3,453.2,43.06,19514.79,0.0,2.02,915.46,,23.1,33.1,629.0,895
ENG500203,2022,Jan-2022,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Water,KL,276.6,56.36,15589.18,0.0,0.35,96.81,,23.1,33.1,629.0,895
ENG500204,2022,Jan-2022,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Steam,kg,323.3,3.17,1024.86,0.0,0.09,29.1,,23.1,33.1,629.0,895
ENG500205,2022,Feb-2022,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Electricity,kWh,15979.5,8.44,134866.98,8.4,0.82,12002.52,42.6,25.0,91.0,514.0,876
ENG500206,2022,Feb-2022,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Natural Gas,m3,415.2,40.86,16965.07,0.0,2.02,838.7,,25.0,91.0,514.0,876
ENG500207,2022,Feb-2022,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Water,KL,270.0,55.43,14966.1,0.0,0.35,94.5,,25.0,91.0,514.0,876
ENG500208,2022,Feb-2022,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Steam,kg,306.2,3.29,1007.4,0.0,0.09,27.56,,25.0,91.0,514.0,876
ENG500209,2022,Mar-2022,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Electricity,kWh,16633.4,8.37,139221.56,8.7,0.82,12452.76,42.6,25.8,112.8,650.0,891
ENG500210,2022,Mar-2022,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Natural Gas,m3,390.3,42.08,16423.82,0.0,2.02,788.41,,25.8,112.8,650.0,891
ENG500211,2022,Mar-2022,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Water,KL,290.1,54.04,15677.0,0.0,0.35,101.53,,25.8,112.8,650.0,891
ENG500212,2022,Mar-2022,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Steam,kg,318.6,3.21,1022.71,0.0,0.09,28.67,,25.8,112.8,650.0,891
ENG500213,2022,Apr-2022,Q2,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Electricity,kWh,18387.5,8.41,154638.88,5.8,0.82,14203.24,65.8,29.0,210.1,473.0,905
ENG500214,2022,Apr-2022,Q2,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Natural Gas,m3,377.8,41.9,15829.82,0.0,2.02,763.16,,29.0,210.1,473.0,905
ENG500215,2022,Apr-2022,Q2,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Water,KL,301.9,55.32,16701.11,0.0,0.35,105.66,,29.0,210.1,473.0,905
ENG500216,2022,Apr-2022,Q2,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Steam,kg,330.0,3.26,1075.8,0.0,0.09,29.7,,29.0,210.1,473.0,905
ENG500217,2022,May-2022,Q2,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Electricity,kWh,18048.2,8.38,151243.92,9.2,0.82,13437.97,37.2,31.1,273.6,672.0,919
ENG500218,2022,May-2022,Q2,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Natural Gas,m3,398.9,42.34,16889.43,0.0,2.02,805.78,,31.1,273.6,672.0,919
ENG500219,2022,May-2022,Q2,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Water,KL,291.3,55.29,16105.98,0.0,0.35,101.95,,31.1,273.6,672.0,919
ENG500220,2022,May-2022,Q2,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Steam,kg,290.3,3.18,923.15,0.0,0.09,26.13,,31.1,273.6,672.0,919
ENG500221,2022,Jun-2022,Q2,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Electricity,kWh,15523.7,8.54,132572.4,11.8,0.82,11227.36,72.5,28.4,191.5,366.0,917
ENG500222,2022,Jun-2022,Q2,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Natural Gas,m3,419.9,41.65,17488.83,0.0,2.02,848.2,,28.4,191.5,366.0,917
ENG500223,2022,Jun-2022,Q2,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Water,KL,301.2,55.72,16782.86,0.0,0.35,105.42,,28.4,191.5,366.0,917
ENG500224,2022,Jun-2022,Q2,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Steam,kg,339.7,3.2,1087.04,0.0,0.09,30.57,,28.4,191.5,366.0,917
ENG500225,2022,Jul-2022,Q3,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Electricity,kWh,16889.3,8.49,143390.16,9.5,0.82,12533.55,71.0,26.6,136.6,392.0,920
ENG500226,2022,Jul-2022,Q3,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Natural Gas,m3,389.2,42.02,16354.18,0.0,2.02,786.18,,26.6,136.6,392.0,920
ENG500227,2022,Jul-2022,Q3,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Water,KL,284.3,54.77,15571.11,0.0,0.35,99.5,,26.6,136.6,392.0,920
ENG500228,2022,Jul-2022,Q3,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Steam,kg,309.2,3.22,995.62,0.0,0.09,27.83,,26.6,136.6,392.0,920
ENG500229,2022,Aug-2022,Q3,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Electricity,kWh,15500.2,8.68,134541.74,10.3,0.82,11401.02,40.2,25.9,116.6,612.0,928
ENG500230,2022,Aug-2022,Q3,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Natural Gas,m3,443.0,41.77,18504.11,0.0,2.02,894.86,,25.9,116.6,612.0,928
ENG500231,2022,Aug-2022,Q3,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Water,KL,292.7,54.0,15805.8,0.0,0.35,102.44,,25.9,116.6,612.0,928
ENG500232,2022,Aug-2022,Q3,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Steam,kg,305.4,3.28,1001.71,0.0,0.09,27.49,,25.9,116.6,612.0,928
ENG500233,2022,Sep-2022,Q3,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Electricity,kWh,14757.4,8.38,123667.01,7.7,0.82,11169.29,42.6,26.4,133.5,560.0,869
ENG500234,2022,Sep-2022,Q3,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Natural Gas,m3,440.9,40.74,17962.27,0.0,2.02,890.62,,26.4,133.5,560.0,869
ENG500235,2022,Sep-2022,Q3,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Water,KL,301.3,55.87,16833.63,0.0,0.35,105.45,,26.4,133.5,560.0,869
ENG500236,2022,Sep-2022,Q3,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Steam,kg,335.7,3.13,1050.74,0.0,0.09,30.21,,26.4,133.5,560.0,869
ENG500237,2022,Oct-2022,Q4,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Electricity,kWh,15198.0,8.75,132982.5,5.4,0.82,11789.39,58.7,27.7,170.7,445.0,928
ENG500238,2022,Oct-2022,Q4,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Natural Gas,m3,436.3,42.8,18673.64,0.0,2.02,881.33,,27.7,170.7,445.0,928
ENG500239,2022,Oct-2022,Q4,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Water,KL,291.7,56.14,16376.04,0.0,0.35,102.09,,27.7,170.7,445.0,928
ENG500240,2022,Oct-2022,Q4,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Steam,kg,306.8,3.23,990.96,0.0,0.09,27.61,,27.7,170.7,445.0,928
ENG500241,2022,Nov-2022,Q4,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Electricity,kWh,16051.9,8.39,134675.44,5.2,0.82,12478.1,34.5,26.3,129.5,666.0,918
ENG500242,2022,Nov-2022,Q4,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Natural Gas,m3,381.7,42.18,16100.11,0.0,2.02,771.03,,26.3,129.5,666.0,918
ENG500243,2022,Nov-2022,Q4,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Water,KL,301.5,54.09,16308.14,0.0,0.35,105.52,,26.3,129.5,666.0,918
ENG500244,2022,Nov-2022,Q4,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Steam,kg,325.0,3.29,1069.25,0.0,0.09,29.25,,26.3,129.5,666.0,918
ENG500245,2022,Dec-2022,Q4,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Electricity,kWh,15090.6,8.57,129326.44,9.2,0.82,11235.86,31.1,24.8,83.7,647.0,896
ENG500246,2022,Dec-2022,Q4,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Natural Gas,m3,425.9,42.66,18168.89,0.0,2.02,860.32,,24.8,83.7,647.0,896
ENG500247,2022,Dec-2022,Q4,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Water,KL,265.5,53.52,14209.56,0.0,0.35,92.92,,24.8,83.7,647.0,896
ENG500248,2022,Dec-2022,Q4,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Steam,kg,305.4,3.13,955.9,0.0,0.09,27.49,,24.8,83.7,647.0,896
ENG500249,2023,Jan-2023,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Electricity,kWh,14424.0,8.95,129094.8,10.8,0.82,10550.29,48.9,24.8,85.4,493.0,861
ENG500250,2023,Jan-2023,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Natural Gas,m3,396.7,43.93,17427.03,0.0,2.02,801.33,,24.8,85.4,493.0,861
ENG500251,2023,Jan-2023,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Water,KL,280.0,59.34,16615.2,0.0,0.35,98.0,,24.8,85.4,493.0,861
ENG500252,2023,Jan-2023,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Steam,kg,313.1,3.34,1045.75,0.0,0.09,28.18,,24.8,85.4,493.0,861
ENG500253,2023,Feb-2023,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Electricity,kWh,16321.7,8.8,143630.96,9.8,0.82,12072.18,45.1,25.4,103.2,557.0,904
ENG500254,2023,Feb-2023,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Natural Gas,m3,388.8,44.15,17165.52,0.0,2.02,785.38,,25.4,103.2,557.0,904
ENG500255,2023,Feb-2023,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Water,KL,297.8,57.9,17242.62,0.0,0.35,104.23,,25.4,103.2,557.0,904
ENG500256,2023,Feb-2023,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Steam,kg,308.7,3.32,1024.88,0.0,0.09,27.78,,25.4,103.2,557.0,904
ENG500257,2023,Mar-2023,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Electricity,kWh,15790.6,9.17,144799.8,12.7,0.82,11303.86,49.4,29.2,215.8,490.0,927
ENG500258,2023,Mar-2023,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Natural Gas,m3,379.1,44.84,16998.84,0.0,2.02,765.78,,29.2,215.8,490.0,927
ENG500259,2023,Mar-2023,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Water,KL,285.9,56.52,16159.07,0.0,0.35,100.06,,29.2,215.8,490.0,927
ENG500260,2023,Mar-2023,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Steam,kg,301.4,3.39,1021.75,0.0,0.09,27.13,,29.2,215.8,490.0,927
