Company,Record_ID,Region,Country,City,Warehouse_ID,Warehouse_Name,SKU_ID,Product_Name,Product_Category,ABC_Classification,Supplier_Name,Unit_Cost_USD,Unit_Price_USD,Lead_Time_Days,Week_Start_Date,Month_Name,Quarter,Week_Number,Beginning_Inventory_Units,Units_Received,Demand_Forecast_Units,Actual_Demand_Units,Units_Sold,Backorder_Units,Ending_Inventory_Units,Safety_Stock_Units,Reorder_Point_Units,Max_Stock_Level_Units,Stockout_Flag,Stockout_Days,Fill_Rate_Percent,Avg_Inventory_Units,Inventory_Value_USD,Inventory_Turnover_Ratio_Annualized,Days_of_Supply,Carrying_Cost_Percent_Annual,Weekly_Carrying_Cost_USD
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV401821,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1071,Router,Electronics,B,Meridian Trading Co.,83.0,150.6,7,2026-01-05,Jan-2026,Q1,1,483.0,0,109.7,123.0,123.0,0.0,360.0,92,201,521,No,0,100.0,421.5,29880.0,15.17,20.5,0.265,178.29
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV401847,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1072,Protein Powder,Grocery/FMCG,C,Apex Wholesale,21.16,49.85,14,2026-01-05,Jan-2026,Q1,1,76.0,0,19.7,23.0,23.0,0.0,53.0,18,57,102,No,0,100.0,64.5,1121.48,18.54,16.1,0.239,6.27
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV401873,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1073,Formal Shirt,Apparel,C,Apex Wholesale,50.22,107.4,14,2026-01-05,Jan-2026,Q1,1,214.0,0,49.6,41.0,41.0,0.0,173.0,31,130,220,No,0,100.0,193.5,8688.06,11.02,29.5,0.218,40.74
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV401899,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1074,Shampoo 400ml,Health & Beauty,C,Pioneer Import Export,23.19,40.7,10,2026-01-05,Jan-2026,Q1,1,50.0,0,14.1,17.0,17.0,0.0,33.0,6,26,64,No,0,100.0,41.5,765.27,21.3,13.6,0.195,3.61
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV401925,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1075,Bluetooth Speaker,Electronics,B,Meridian Trading Co.,130.44,333.29,7,2026-01-05,Jan-2026,Q1,1,379.0,0,147.1,176.0,176.0,0.0,203.0,93,240,590,No,0,100.0,291.0,26479.32,31.45,8.1,0.255,186.14
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV401951,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1076,Wireless Earbuds,Electronics,C,Union Supply Chain Ltd.,110.72,157.33,14,2026-01-05,Jan-2026,Q1,1,51.0,0,16.4,15.0,15.0,0.0,36.0,13,45,81,No,0,100.0,43.5,3985.92,17.93,16.8,0.206,19.08
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV401977,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1077,Rain Jacket,Apparel,A,Meridian Trading Co.,5.45,12.28,21,2026-01-05,Jan-2026,Q1,1,2083.0,0,442.9,453.0,453.0,0.0,1630.0,183,1511,2191,No,0,100.0,1856.5,8883.5,12.69,25.2,0.182,35.41
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402003,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1078,Sunscreen SPF50,Health & Beauty,C,Global Source Partners,54.33,137.47,30,2026-01-05,Jan-2026,Q1,1,116.0,0,19.1,17.0,17.0,0.0,99.0,16,97,138,No,0,100.0,107.5,5378.67,8.22,40.8,0.243,27.29
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402029,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1079,Storage Containers (Set),Home & Kitchen,A,BlueOcean Distributors,116.99,222.17,21,2026-01-05,Jan-2026,Q1,1,1168.0,0,326.4,248.0,248.0,0.0,920.0,187,1166,1785,No,0,100.0,1044.0,107630.8,12.35,26.0,0.238,559.01
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402055,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1080,Multivitamin Bottle,Health & Beauty,B,Global Source Partners,138.06,292.4,7,2026-01-05,Jan-2026,Q1,1,246.0,0,82.8,89.0,89.0,0.0,157.0,52,134,291,No,0,100.0,201.5,21675.42,22.97,12.3,0.17,90.95
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402081,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1081,Vitamin C Serum,Health & Beauty,C,BlueOcean Distributors,70.06,160.77,10,2026-01-05,Jan-2026,Q1,1,107.0,0,23.5,25.0,25.0,0.0,82.0,16,49,109,No,0,100.0,94.5,5744.92,13.76,23.0,0.23,29.28
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402107,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1082,Denim Jacket,Apparel,B,Summit Vendor Group,142.5,349.11,7,2026-01-05,Jan-2026,Q1,1,252.0,0,75.5,60.0,60.0,0.0,192.0,56,131,304,No,0,100.0,222.0,27360.0,14.05,22.4,0.213,129.58
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402133,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1083,Webcam,Electronics,A,BlueOcean Distributors,111.72,256.18,30,2026-01-05,Jan-2026,Q1,1,2120.0,0,415.2,444.0,444.0,0.0,1676.0,178,1957,2667,No,0,100.0,1898.0,187242.72,12.16,26.4,0.165,672.83
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402159,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1084,Deodorant,Health & Beauty,C,Global Source Partners,56.56,142.57,7,2026-01-05,Jan-2026,Q1,1,31.0,0,9.3,11.0,11.0,0.0,20.0,8,17,32,No,0,100.0,25.5,1131.2,22.43,12.7,0.222,6.16
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402185,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1085,Sneakers,Apparel,C,Apex Wholesale,147.88,347.45,7,2026-01-05,Jan-2026,Q1,1,81.0,0,40.8,32.0,32.0,0.0,49.0,26,66,132,No,0,100.0,65.0,7246.12,25.6,10.7,0.178,32.9
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402211,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1086,Baseball Cap,Apparel,B,Union Supply Chain Ltd.,78.09,150.84,21,2026-01-05,Jan-2026,Q1,1,546.0,0,97.9,73.0,73.0,0.0,473.0,74,367,573,No,0,100.0,509.5,36936.57,7.45,45.4,0.273,208.88
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402237,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1087,Rice 5kg,Grocery/FMCG,B,Apex Wholesale,65.88,109.8,7,2026-01-05,Jan-2026,Q1,1,279.0,0,109.8,117.0,117.0,0.0,162.0,108,217,382,No,0,100.0,220.5,10672.56,27.59,9.7,0.176,49.17
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402263,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1088,Wall Clock,Home & Kitchen,C,Pioneer Import Export,89.28,144.01,14,2026-01-05,Jan-2026,Q1,1,35.0,0,13.4,16.0,16.0,0.0,19.0,7,33,56,No,0,100.0,27.0,1696.32,30.81,8.3,0.195,9.04
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402289,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1089,Candle Set,Home & Kitchen,B,Apex Wholesale,53.7,129.44,7,2026-01-05,Jan-2026,Q1,1,263.0,0,97.0,116.0,116.0,0.0,147.0,56,152,386,No,0,100.0,205.0,7893.9,29.42,8.9,0.195,41.28
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402315,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1090,Cotton Socks (3-pack),Apparel,C,BlueOcean Distributors,114.58,198.73,14,2026-01-05,Jan-2026,Q1,1,211.0,0,42.7,50.0,50.0,0.0,161.0,40,125,240,No,0,100.0,186.0,18447.38,13.98,22.5,0.181,74.18
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402341,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1091,Peanut Butter Jar,Grocery/FMCG,C,Pioneer Import Export,45.73,84.67,7,2026-01-05,Jan-2026,Q1,1,54.0,0,14.5,15.0,15.0,0.0,39.0,11,25,59,No,0,100.0,46.5,1783.47,16.77,18.2,0.271,11.08
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402367,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1092,Sports Bra,Apparel,B,BlueOcean Distributors,104.32,222.8,10,2026-01-05,Jan-2026,Q1,1,365.0,0,101.0,78.0,78.0,0.0,287.0,43,187,483,No,0,100.0,326.0,29939.84,12.44,25.8,0.248,162.19
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402393,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1093,Cereal Box,Grocery/FMCG,C,Pioneer Import Export,67.74,167.88,30,2026-01-05,Jan-2026,Q1,1,352.0,0,43.4,39.0,39.0,0.0,313.0,43,228,354,No,0,100.0,332.5,21202.62,6.1,56.2,0.189,81.86
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402419,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1094,Tablet Stylus,Electronics,C,Vertex Sourcing Inc.,120.46,198.31,10,2026-01-05,Jan-2026,Q1,1,90.0,0,24.6,23.0,23.0,0.0,67.0,10,45,105,No,0,100.0,78.5,8070.82,15.24,20.4,0.225,40.92
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402445,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1095,Smart Plug,Electronics,C,Union Supply Chain Ltd.,97.21,157.21,10,2026-01-05,Jan-2026,Q1,1,61.0,0,18.9,15.0,15.0,0.0,46.0,17,43,81,No,0,100.0,53.5,4471.66,14.58,21.5,0.262,26.2
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402471,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1096,Vacuum Flask,Home & Kitchen,C,Union Supply Chain Ltd.,128.8,249.37,7,2026-01-05,Jan-2026,Q1,1,57.0,0,18.5,15.0,15.0,0.0,42.0,9,27,71,No,0,100.0,49.5,5409.6,15.76,19.6,0.166,20.35
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402497,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1097,Power Bank,Electronics,A,Vertex Sourcing Inc.,46.85,78.6,10,2026-01-05,Jan-2026,Q1,1,778.0,0,178.0,178.0,178.0,0.0,600.0,139,393,789,No,0,100.0,689.0,28110.0,13.43,23.6,0.25,155.19
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402523,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1098,Trail Mix,Grocery/FMCG,C,Apex Wholesale,4.69,8.19,10,2026-01-05,Jan-2026,Q1,1,49.0,0,15.2,15.0,15.0,0.0,34.0,11,32,62,No,0,100.0,41.5,159.46,18.79,15.9,0.28,1.05
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402549,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1099,Face Mask (Pack),Health & Beauty,A,Meridian Trading Co.,94.47,234.07,14,2026-01-05,Jan-2026,Q1,1,568.0,0,165.8,171.0,171.0,0.0,397.0,70,401,855,No,0,100.0,482.5,37504.59,18.43,16.3,0.262,229.66
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402575,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1100,Pasta 500g,Grocery/FMCG,B,Summit Vendor Group,107.24,180.93,21,2026-01-05,Jan-2026,Q1,1,283.0,0,54.9,57.0,57.0,0.0,226.0,24,188,297,No,0,100.0,254.5,24236.24,11.65,27.8,0.195,102.35
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402601,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1101,Lip Balm (3-pack),Health & Beauty,B,Pioneer Import Export,118.52,175.42,30,2026-01-05,Jan-2026,Q1,1,877.0,0,141.2,119.0,119.0,0.0,758.0,111,716,1089,No,0,100.0,817.5,89838.16,7.57,44.6,0.211,393.15
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402627,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1102,Men's T-Shirt,Apparel,C,Pioneer Import Export,128.76,312.5,21,2026-01-05,Jan-2026,Q1,1,171.0,0,36.9,41.0,41.0,0.0,130.0,27,137,204,No,0,100.0,150.5,16738.8,14.17,22.2,0.23,85.71
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402653,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1103,Ceramic Mug Set,Home & Kitchen,C,Pioneer Import Export,30.9,72.01,7,2026-01-05,Jan-2026,Q1,1,123.0,0,36.0,42.0,42.0,0.0,81.0,27,62,142,No,0,100.0,102.0,2502.9,21.41,13.5,0.23,13.94
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402679,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1104,Honey Jar,Grocery/FMCG,C,Summit Vendor Group,74.81,129.26,7,2026-01-05,Jan-2026,Q1,1,76.0,0,30.2,34.0,34.0,0.0,42.0,28,58,109,No,0,100.0,59.0,3142.02,29.97,8.6,0.158,13.41
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402705,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1105,Face Moisturizer,Health & Beauty,B,Pioneer Import Export,8.84,15.03,7,2026-01-05,Jan-2026,Q1,1,169.0,0,75.2,75.0,75.0,0.0,94.0,45,120,234,No,0,100.0,131.5,830.96,29.66,8.8,0.154,3.44
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402731,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1106,Cutting Board,Home & Kitchen,A,Apex Wholesale,25.35,61.5,7,2026-01-05,Jan-2026,Q1,1,972.0,0,244.8,296.0,296.0,0.0,676.0,202,446,1077,No,0,100.0,824.0,17136.6,18.68,16.0,0.206,82.75
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402757,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1107,Green Tea (Box),Grocery/FMCG,B,BlueOcean Distributors,84.16,136.65,21,2026-01-05,Jan-2026,Q1,1,645.0,0,104.2,85.0,85.0,0.0,560.0,86,398,693,No,0,100.0,602.5,47129.6,7.34,46.1,0.175,170.65
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402783,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1108,Bath Towel Set,Home & Kitchen,C,Global Source Partners,11.82,25.79,7,2026-01-05,Jan-2026,Q1,1,72.0,0,24.7,22.0,22.0,0.0,50.0,21,45,100,No,0,100.0,61.0,591.0,18.75,15.9,0.222,3.08
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402809,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1109,Running Shoes,Apparel,C,BlueOcean Distributors,128.72,310.56,10,2026-01-05,Jan-2026,Q1,1,76.0,0,31.1,36.0,36.0,0.0,40.0,15,59,118,No,0,100.0,58.0,5148.8,32.28,7.8,0.153,21.97
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402835,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1110,Wireless Mouse,Electronics,A,BlueOcean Distributors,66.32,135.58,14,2026-01-05,Jan-2026,Q1,1,1287.0,0,259.6,244.0,244.0,0.0,1043.0,160,679,1441,No,0,100.0,1165.0,69171.76,10.89,29.9,0.228,338.77
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402861,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1111,Non-stick Pan,Home & Kitchen,B,Meridian Trading Co.,54.18,88.46,10,2026-01-05,Jan-2026,Q1,1,202.0,0,59.2,57.0,57.0,0.0,145.0,29,113,224,No,0,100.0,173.5,7856.1,17.08,17.8,0.222,40.13
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402887,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1112,LED Desk Lamp,Home & Kitchen,A,BlueOcean Distributors,83.86,117.58,7,2026-01-05,Jan-2026,Q1,1,1520.0,0,442.5,392.0,392.0,0.0,1128.0,210,652,1878,No,0,100.0,1324.0,94594.08,15.4,20.1,0.16,341.63
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402913,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1113,Granola Bars (Box),Grocery/FMCG,B,Vertex Sourcing Inc.,47.81,116.53,14,2026-01-05,Jan-2026,Q1,1,328.0,0,102.3,115.0,115.0,0.0,213.0,79,283,508,No,0,100.0,270.5,10183.53,22.11,13.0,0.264,65.66
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402939,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1114,Hand Sanitizer,Health & Beauty,B,Union Supply Chain Ltd.,10.11,22.72,30,2026-01-05,Jan-2026,Q1,1,901.0,0,141.4,127.0,127.0,0.0,774.0,129,734,1131,No,0,100.0,837.5,7825.14,7.89,42.7,0.204,33.22
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402965,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1115,Cutlery Set,Home & Kitchen,C,Global Source Partners,115.26,242.67,7,2026-01-05,Jan-2026,Q1,1,123.0,0,41.3,49.0,49.0,0.0,74.0,29,70,177,No,0,100.0,98.5,8529.24,25.87,10.6,0.28,61.13
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV402991,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1116,Portable SSD,Electronics,A,Union Supply Chain Ltd.,82.12,137.14,7,2026-01-05,Jan-2026,Q1,1,630.0,0,241.5,288.0,288.0,0.0,342.0,120,361,840,No,0,100.0,486.0,28085.04,30.81,8.3,0.198,151.97
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403017,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1117,USB-C Charger,Electronics,A,Apex Wholesale,23.43,39.63,21,2026-01-05,Jan-2026,Q1,1,1575.0,0,462.2,520.0,520.0,0.0,1055.0,267,1653,2517,No,0,100.0,1315.0,24718.65,20.56,14.2,0.159,94.21
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403043,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1118,Electric Toothbrush,Health & Beauty,A,Summit Vendor Group,44.78,106.16,7,2026-01-05,Jan-2026,Q1,1,965.0,0,366.8,370.0,370.0,0.0,595.0,271,637,1251,No,0,100.0,780.0,26644.1,24.67,11.3,0.162,108.82
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403069,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1119,Hoodie,Apparel,C,Pioneer Import Export,57.42,87.77,7,2026-01-05,Jan-2026,Q1,1,95.0,0,36.7,30.0,30.0,0.0,65.0,18,54,111,No,0,100.0,80.0,3732.3,19.5,15.2,0.188,16.61
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403095,Europe,Netherlands,Rotterdam,WH002,Rotterdam Regional DC,SKU1120,Door Mat,Home & Kitchen,C,BlueOcean Distributors,113.0,203.21,21,2026-01-05,Jan-2026,Q1,1,86.0,0,17.3,14.0,14.0,0.0,72.0,9,60,99,No,0,100.0,79.0,8136.0,9.22,36.0,0.159,27.3
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403121,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1121,Rain Jacket,Apparel,B,Apex Wholesale,5.84,11.36,7,2026-01-05,Jan-2026,Q1,1,366.0,0,104.1,91.0,91.0,0.0,275.0,69,173,369,No,0,100.0,320.5,1606.0,14.76,21.2,0.274,9.86
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403147,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1122,Face Moisturizer,Health & Beauty,B,Apex Wholesale,141.51,240.35,7,2026-01-05,Jan-2026,Q1,1,216.0,0,80.0,66.0,66.0,0.0,150.0,50,130,290,No,0,100.0,183.0,21226.5,18.75,15.9,0.226,112.55
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403173,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1123,Webcam,Electronics,A,Meridian Trading Co.,54.34,140.49,14,2026-01-05,Jan-2026,Q1,1,1329.0,0,284.4,275.0,275.0,0.0,1054.0,146,714,1523,No,0,100.0,1191.5,57274.36,12.0,26.8,0.266,331.2
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403199,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1124,Shampoo 400ml,Health & Beauty,B,Summit Vendor Group,91.92,234.56,14,2026-01-05,Jan-2026,Q1,1,500.0,0,129.8,119.0,119.0,0.0,381.0,82,341,692,No,0,100.0,440.5,35021.52,14.05,22.4,0.265,206.35
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403225,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1125,Wireless Earbuds,Electronics,C,BlueOcean Distributors,135.54,265.46,30,2026-01-05,Jan-2026,Q1,1,82.0,0,12.2,12.0,12.0,0.0,70.0,5,57,91,No,0,100.0,76.0,9487.8,8.21,40.8,0.153,30.31
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403251,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1126,Granola Bars (Box),Grocery/FMCG,C,Apex Wholesale,126.9,217.44,21,2026-01-05,Jan-2026,Q1,1,105.0,0,22.4,22.0,22.0,0.0,83.0,14,81,117,No,0,100.0,94.0,10532.7,12.17,26.4,0.246,56.43
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403277,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1127,Instant Coffee Jar,Grocery/FMCG,C,Union Supply Chain Ltd.,44.48,98.61,7,2026-01-05,Jan-2026,Q1,1,69.0,0,24.3,25.0,25.0,0.0,44.0,11,35,105,No,0,100.0,56.5,1957.12,23.01,12.3,0.207,10.0
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403303,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1128,Bluetooth Speaker,Electronics,B,Summit Vendor Group,72.16,116.08,21,2026-01-05,Jan-2026,Q1,1,225.0,0,52.4,60.0,60.0,0.0,165.0,47,204,355,No,0,100.0,195.0,11906.4,16.0,19.2,0.222,60.07
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403329,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1129,Wall Clock,Home & Kitchen,C,Meridian Trading Co.,82.97,211.72,7,2026-01-05,Jan-2026,Q1,1,38.0,0,16.8,20.0,20.0,0.0,18.0,14,30,62,No,0,100.0,28.0,1493.46,37.14,6.3,0.223,9.96
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403355,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1130,Sparkling Water (Pack),Grocery/FMCG,C,Summit Vendor Group,50.07,72.4,14,2026-01-05,Jan-2026,Q1,1,93.0,0,25.4,29.0,29.0,0.0,64.0,11,61,125,No,0,100.0,78.5,3204.48,19.21,15.4,0.195,14.74
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403381,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1131,Peanut Butter Jar,Grocery/FMCG,A,Apex Wholesale,102.56,155.56,10,2026-01-05,Jan-2026,Q1,1,1566.0,0,477.1,367.0,367.0,0.0,1199.0,285,966,2020,No,0,100.0,1382.5,122969.44,13.8,22.9,0.165,449.91
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403407,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1132,Body Lotion,Health & Beauty,B,Union Supply Chain Ltd.,58.58,126.47,7,2026-01-05,Jan-2026,Q1,1,507.0,0,149.9,144.0,144.0,0.0,363.0,111,260,681,No,0,100.0,435.0,21264.54,17.21,17.6,0.22,107.81
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403433,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1133,Rice 5kg,Grocery/FMCG,C,Pioneer Import Export,83.21,202.84,14,2026-01-05,Jan-2026,Q1,1,192.0,0,47.5,58.0,58.0,0.0,134.0,45,139,268,No,0,100.0,163.0,11150.14,18.5,16.2,0.216,56.34
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403459,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1134,Protein Powder,Grocery/FMCG,B,Meridian Trading Co.,4.51,9.61,7,2026-01-05,Jan-2026,Q1,1,252.0,0,84.8,68.0,68.0,0.0,184.0,62,146,398,No,0,100.0,218.0,829.84,16.22,18.9,0.273,5.16
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403485,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1135,Women's Leggings,Apparel,C,Vertex Sourcing Inc.,59.43,139.83,30,2026-01-05,Jan-2026,Q1,1,111.0,0,19.4,23.0,23.0,0.0,88.0,10,93,145,No,0,100.0,99.5,5229.84,12.02,26.8,0.176,20.01
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403511,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1136,Ceramic Mug Set,Home & Kitchen,C,BlueOcean Distributors,81.94,187.56,21,2026-01-05,Jan-2026,Q1,1,174.0,0,37.3,46.0,46.0,0.0,128.0,17,128,203,No,0,100.0,151.0,10488.32,15.84,19.5,0.24,57.11
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403537,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1137,Non-stick Pan,Home & Kitchen,A,Pioneer Import Export,138.06,208.44,10,2026-01-05,Jan-2026,Q1,1,436.0,0,161.0,157.0,157.0,0.0,279.0,125,355,724,No,0,100.0,357.5,38518.74,22.84,12.4,0.18,170.85
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403563,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1138,Hoodie,Apparel,B,Vertex Sourcing Inc.,112.89,261.94,21,2026-01-05,Jan-2026,Q1,1,454.0,247,127.5,112.0,112.0,0.0,589.0,103,485,711,No,0,100.0,521.5,66492.21,11.17,36.8,0.221,250.21
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403589,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1139,Storage Containers (Set),Home & Kitchen,A,Union Supply Chain Ltd.,61.7,126.82,30,2026-01-05,Jan-2026,Q1,1,1284.0,0,237.3,192.0,192.0,0.0,1092.0,109,1125,1648,No,0,100.0,1188.0,67376.4,8.4,39.8,0.182,256.55
NorthPeak Retail Supply Co. (Fictional Dummy Company),INV403615,APAC,Singapore,Singapore,WH003,Singapore Regional DC,SKU1140,Vitamin C Serum,Health & Beauty,A,Vertex Sourcing Inc.,2.67,5.58,7,2026-01-05,Jan-2026,Q1,1,1085.0,0,347.7,350.0,350.0,0.0,735.0,176,523,1132,No,0,100.0,910.0,1962.45,20.0,14.7,0.15,7.01
