Company,Record_ID,Year,Month_Name,Quarter,Business_Segment,Asset_Name,Asset_Type,Region,Customer_Segment,Gas_Volume_MMSCMD,Capacity_MMSCMD,Capacity_Utilization_Percent,Average_Price_USD_per_MMBTU,Revenue_INR_Lakh,Opex_INR_Lakh,EBITDA_INR_Lakh,EBITDA_Margin_Percent,Flaring_Loss_MMSCM,Pipeline_Length_KM,Number_of_Customers,Reserves_BCM,Wells_in_Operation,Lifting_Cost_USD_per_BOE
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700098,2022,Feb-2022,Q1,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,12.64,14.95,84.55,6.95,84.22,41.09,43.13,51.21,0.064,0,0,80,39,6.87
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700099,2022,Mar-2022,Q1,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,12.53,14.95,83.81,6.98,83.84,37.26,46.58,55.56,0.089,0,0,80,38,9.43
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700100,2022,Apr-2022,Q2,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,11.9,14.95,79.6,6.55,74.72,34.39,40.33,53.97,0.198,0,0,80,39,5.92
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700101,2022,May-2022,Q2,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,11.74,14.95,78.53,7.46,83.96,30.47,53.49,63.71,0.183,0,0,80,38,7.86
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700102,2022,Jun-2022,Q2,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,12.2,14.95,81.61,7.11,83.16,37.08,46.08,55.41,0.111,0,0,80,38,4.08
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700103,2022,Jul-2022,Q3,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,11.33,14.95,75.79,6.98,75.81,37.34,38.47,50.75,0.21,0,0,80,39,8.66
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700104,2022,Aug-2022,Q3,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,11.53,14.95,77.12,6.67,73.73,27.04,46.69,63.33,0.196,0,0,80,38,8.81
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700105,2022,Sep-2022,Q3,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,12.08,14.95,80.8,6.92,80.14,36.37,43.77,54.62,0.103,0,0,80,38,6.14
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700106,2022,Oct-2022,Q4,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,11.31,14.95,75.65,6.2,67.22,25.14,42.08,62.6,0.164,0,0,80,38,4.78
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700107,2022,Nov-2022,Q4,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,11.19,14.95,74.85,6.15,65.97,24.7,41.27,62.56,0.142,0,0,80,38,8.86
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700108,2022,Dec-2022,Q4,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,11.93,14.95,79.8,6.61,75.6,31.55,44.05,58.27,0.121,0,0,80,38,5.29
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700109,2023,Jan-2023,Q1,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,12.31,14.95,82.34,7.17,84.61,30.95,53.66,63.42,0.064,0,0,80,39,8.05
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700110,2023,Feb-2023,Q1,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,12.09,14.95,80.87,6.76,78.35,32.38,45.97,58.67,0.108,0,0,80,38,8.07
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700111,2023,Mar-2023,Q1,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,12.6,14.95,84.28,7.23,87.33,34.72,52.61,60.24,0.137,0,0,80,38,4.67
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700112,2023,Apr-2023,Q2,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,11.7,14.95,78.26,6.38,71.56,29.3,42.26,59.06,0.108,0,0,80,39,9.03
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700113,2023,May-2023,Q2,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,11.44,14.95,76.52,6.46,70.85,26.95,43.9,61.96,0.224,0,0,80,38,7.68
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700114,2023,Jun-2023,Q2,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,11.72,14.95,78.39,7.28,81.79,36.72,45.07,55.1,0.165,0,0,80,39,8.39
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700115,2023,Jul-2023,Q3,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,11.76,14.95,78.66,6.1,68.77,26.29,42.48,61.77,0.164,0,0,80,39,3.74
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700116,2023,Aug-2023,Q3,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,10.89,14.95,72.84,7.44,77.67,29.09,48.58,62.55,0.115,0,0,80,38,3.64
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700117,2023,Sep-2023,Q3,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,11.49,14.95,76.86,6.47,71.27,32.56,38.71,54.31,0.109,0,0,80,38,7.96
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700118,2023,Oct-2023,Q4,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,10.84,14.95,72.51,6.17,64.12,26.37,37.75,58.87,0.209,0,0,80,39,6.2
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700119,2023,Nov-2023,Q4,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,11.71,14.95,78.33,6.53,73.3,29.9,43.4,59.21,0.097,0,0,80,38,3.71
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700120,2023,Dec-2023,Q4,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,10.85,14.95,72.58,6.85,71.25,31.59,39.66,55.66,0.191,0,0,80,38,7.6
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700121,2024,Jan-2024,Q1,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,10.81,14.95,72.31,6.21,64.35,22.69,41.66,64.74,0.108,0,0,80,38,6.72
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700122,2024,Feb-2024,Q1,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,11.76,14.95,78.66,6.93,78.13,37.06,41.07,52.57,0.08,0,0,80,38,8.92
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700123,2024,Mar-2024,Q1,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,11.73,14.95,78.46,6.63,74.55,35.41,39.14,52.5,0.222,0,0,80,38,9.46
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700124,2024,Apr-2024,Q2,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,11.65,14.95,77.93,7.17,80.08,34.74,45.34,56.62,0.228,0,0,80,38,8.25
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700125,2024,May-2024,Q2,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,11.16,14.95,74.65,6.25,66.87,29.77,37.1,55.48,0.153,0,0,80,38,4.41
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700126,2024,Jun-2024,Q2,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,11.58,14.95,77.46,6.96,77.26,29.0,48.26,62.46,0.084,0,0,80,38,4.77
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700127,2024,Jul-2024,Q3,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,10.21,14.95,68.29,7.39,72.33,29.14,43.19,59.71,0.093,0,0,80,39,5.74
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700128,2024,Aug-2024,Q3,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,11.32,14.95,75.72,6.53,70.86,27.61,43.25,61.04,0.193,0,0,80,38,9.16
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700129,2024,Sep-2024,Q3,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,10.88,14.95,72.78,6.72,70.09,25.58,44.51,63.5,0.157,0,0,80,38,8.91
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700130,2024,Oct-2024,Q4,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,10.29,14.95,68.83,6.73,66.39,28.38,38.01,57.25,0.13,0,0,80,39,5.68
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700131,2024,Nov-2024,Q4,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,10.59,14.95,70.84,6.86,69.64,33.15,36.49,52.4,0.064,0,0,80,38,5.55
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700132,2024,Dec-2024,Q4,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,10.75,14.95,71.91,7.29,75.13,29.64,45.49,60.55,0.142,0,0,80,38,4.14
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700133,2025,Jan-2025,Q1,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,10.82,14.95,72.37,6.7,69.5,29.56,39.94,57.47,0.174,0,0,80,39,6.17
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700134,2025,Feb-2025,Q1,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,11.07,14.95,74.05,7.02,74.5,26.97,47.53,63.8,0.196,0,0,80,38,4.72
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700135,2025,Mar-2025,Q1,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,10.73,14.95,71.77,6.42,66.04,24.98,41.06,62.17,0.126,0,0,80,38,4.85
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700136,2025,Apr-2025,Q2,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,11.29,14.95,75.52,7.43,80.42,36.21,44.21,54.97,0.098,0,0,80,38,7.25
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700137,2025,May-2025,Q2,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,10.51,14.95,70.3,7.09,71.43,26.63,44.8,62.72,0.086,0,0,80,38,7.65
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700138,2025,Jun-2025,Q2,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,10.11,14.95,67.63,6.02,58.35,24.58,33.77,57.87,0.131,0,0,80,38,8.44
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700139,2025,Jul-2025,Q3,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,9.99,14.95,66.82,7.25,69.43,27.15,42.28,60.9,0.064,0,0,80,38,6.46
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700140,2025,Aug-2025,Q3,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,10.69,14.95,71.51,7.0,71.74,26.11,45.63,63.6,0.095,0,0,80,39,4.85
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700141,2025,Sep-2025,Q3,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,9.74,14.95,65.15,7.32,68.35,27.66,40.69,59.53,0.143,0,0,80,38,8.81
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700142,2025,Oct-2025,Q4,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,9.68,14.95,64.75,7.24,67.19,26.2,40.99,61.01,0.075,0,0,80,39,5.33
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700143,2025,Nov-2025,Q4,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,9.84,14.95,65.82,6.64,62.64,28.29,34.35,54.84,0.094,0,0,80,39,8.3
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700144,2025,Dec-2025,Q4,Exploration & Production,Mumbai High Offshore,Offshore Field,Maharashtra,N/A,11.07,14.95,74.05,6.48,68.77,26.56,42.21,61.38,0.078,0,0,80,38,6.69
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700145,2020,Jan-2020,Q1,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,4.22,4.83,87.37,6.4,25.89,11.79,14.1,54.46,0.038,0,0,18,15,6.23
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700146,2020,Feb-2020,Q1,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,4.09,4.83,84.68,7.22,28.31,11.63,16.68,58.92,0.029,0,0,18,16,8.53
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700147,2020,Mar-2020,Q1,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,4.13,4.83,85.51,6.11,24.19,10.32,13.87,57.34,0.051,0,0,18,16,7.17
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700148,2020,Apr-2020,Q2,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,4.36,4.83,90.27,6.12,25.58,11.57,14.01,54.77,0.028,0,0,18,15,8.04
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700149,2020,May-2020,Q2,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,4.15,4.83,85.92,6.33,25.18,9.5,15.68,62.27,0.046,0,0,18,15,6.26
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700150,2020,Jun-2020,Q2,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,4.01,4.83,83.02,6.12,23.53,10.63,12.9,54.82,0.045,0,0,18,15,3.53
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700151,2020,Jul-2020,Q3,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,3.92,4.83,81.16,6.29,23.64,9.74,13.9,58.8,0.035,0,0,18,15,6.18
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700152,2020,Aug-2020,Q3,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,4.18,4.83,86.54,7.36,29.49,11.24,18.25,61.89,0.084,0,0,18,15,6.07
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700153,2020,Sep-2020,Q3,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,4.2,4.83,86.96,6.51,26.21,12.61,13.6,51.89,0.078,0,0,18,15,5.69
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700154,2020,Oct-2020,Q4,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,4.2,4.83,86.96,6.85,27.58,11.98,15.6,56.56,0.07,0,0,18,15,6.02
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700155,2020,Nov-2020,Q4,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,4.18,4.83,86.54,7.42,29.73,11.23,18.5,62.23,0.045,0,0,18,15,6.28
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700156,2020,Dec-2020,Q4,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,4.09,4.83,84.68,7.35,28.82,12.04,16.78,58.22,0.073,0,0,18,15,9.22
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700157,2021,Jan-2021,Q1,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,4.07,4.83,84.27,7.39,28.83,11.08,17.75,61.57,0.063,0,0,18,15,6.67
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700158,2021,Feb-2021,Q1,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,4.16,4.83,86.13,6.37,25.4,12.5,12.9,50.79,0.075,0,0,18,15,8.14
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700159,2021,Mar-2021,Q1,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,3.99,4.83,82.61,6.43,24.59,9.56,15.03,61.12,0.021,0,0,18,15,5.87
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700160,2021,Apr-2021,Q2,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,4.32,4.83,89.44,6.05,25.06,10.64,14.42,57.54,0.075,0,0,18,15,6.83
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700161,2021,May-2021,Q2,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,3.97,4.83,82.19,6.26,23.82,9.11,14.71,61.75,0.079,0,0,18,15,8.87
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700162,2021,Jun-2021,Q2,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,3.99,4.83,82.61,6.45,24.67,11.27,13.4,54.32,0.055,0,0,18,16,8.78
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700163,2021,Jul-2021,Q3,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,4.04,4.83,83.64,6.8,26.34,10.67,15.67,59.49,0.047,0,0,18,16,7.36
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700164,2021,Aug-2021,Q3,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,3.7,4.83,76.6,7.13,25.29,11.62,13.67,54.05,0.072,0,0,18,16,8.91
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700165,2021,Sep-2021,Q3,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,3.9,4.83,80.75,7.35,27.48,12.51,14.97,54.48,0.049,0,0,18,15,3.93
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700166,2021,Oct-2021,Q4,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,4.01,4.83,83.02,7.26,27.91,13.84,14.07,50.41,0.066,0,0,18,15,3.5
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700167,2021,Nov-2021,Q4,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,3.91,4.83,80.95,7.43,27.85,11.4,16.45,59.07,0.068,0,0,18,15,4.06
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700168,2021,Dec-2021,Q4,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,3.94,4.83,81.57,6.56,24.78,11.79,12.99,52.42,0.045,0,0,18,16,8.65
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700169,2022,Jan-2022,Q1,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,3.91,4.83,80.95,7.08,26.54,10.13,16.41,61.83,0.076,0,0,18,16,5.97
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700170,2022,Feb-2022,Q1,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,3.83,4.83,79.3,6.15,22.58,11.03,11.55,51.15,0.031,0,0,18,15,8.94
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700171,2022,Mar-2022,Q1,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,4.1,4.83,84.89,6.82,26.81,9.44,17.37,64.79,0.055,0,0,18,15,7.6
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700172,2022,Apr-2022,Q2,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,4.04,4.83,83.64,6.54,25.33,9.64,15.69,61.94,0.034,0,0,18,15,9.07
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700173,2022,May-2022,Q2,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,4.07,4.83,84.27,6.55,25.56,12.7,12.86,50.31,0.071,0,0,18,15,7.17
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700174,2022,Jun-2022,Q2,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,3.91,4.83,80.95,6.25,23.43,10.08,13.35,56.98,0.073,0,0,18,15,7.24
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700175,2022,Jul-2022,Q3,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,3.61,4.83,74.74,7.47,25.85,11.36,14.49,56.05,0.031,0,0,18,15,3.53
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700176,2022,Aug-2022,Q3,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,3.59,4.83,74.33,6.7,23.06,10.28,12.78,55.42,0.02,0,0,18,15,7.43
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700177,2022,Sep-2022,Q3,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,3.85,4.83,79.71,7.46,27.53,12.56,14.97,54.38,0.052,0,0,18,15,5.85
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700178,2022,Oct-2022,Q4,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,3.61,4.83,74.74,6.26,21.66,10.09,11.57,53.42,0.034,0,0,18,15,8.22
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700179,2022,Nov-2022,Q4,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,3.86,4.83,79.92,7.33,27.12,11.25,15.87,58.52,0.041,0,0,18,16,8.54
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700180,2022,Dec-2022,Q4,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,3.87,4.83,80.12,7.28,27.01,12.99,14.02,51.91,0.056,0,0,18,15,3.54
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700181,2023,Jan-2023,Q1,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,3.63,4.83,75.16,6.76,23.52,8.45,15.07,64.07,0.046,0,0,18,15,3.77
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700182,2023,Feb-2023,Q1,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,3.94,4.83,81.57,6.38,24.1,9.0,15.1,62.66,0.072,0,0,18,15,6.47
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700183,2023,Mar-2023,Q1,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,3.8,4.83,78.67,6.31,22.99,10.5,12.49,54.33,0.065,0,0,18,15,4.81
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700184,2023,Apr-2023,Q2,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,3.86,4.83,79.92,6.03,22.31,9.59,12.72,57.01,0.031,0,0,18,15,3.77
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700185,2023,May-2023,Q2,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,3.89,4.83,80.54,7.34,27.37,10.04,17.33,63.32,0.03,0,0,18,15,4.44
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700186,2023,Jun-2023,Q2,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,3.87,4.83,80.12,7.2,26.71,9.35,17.36,64.99,0.02,0,0,18,15,6.44
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700187,2023,Jul-2023,Q3,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,3.49,4.83,72.26,6.19,20.71,8.42,12.29,59.34,0.049,0,0,18,16,8.54
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700188,2023,Aug-2023,Q3,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,3.6,4.83,74.53,6.31,21.78,9.3,12.48,57.3,0.039,0,0,18,16,8.81
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700189,2023,Sep-2023,Q3,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,3.74,4.83,77.43,6.61,23.7,11.06,12.64,53.33,0.049,0,0,18,15,4.47
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700190,2023,Oct-2023,Q4,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,3.62,4.83,74.95,6.83,23.7,8.72,14.98,63.21,0.067,0,0,18,16,7.74
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700191,2023,Nov-2023,Q4,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,3.6,4.83,74.53,6.58,22.71,9.93,12.78,56.27,0.065,0,0,18,16,4.36
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700192,2023,Dec-2023,Q4,Exploration & Production,Cambay Basin Field,Onshore Field,Gujarat,N/A,3.55,4.83,73.5,7.17,24.4,10.02,14.38,58.93,0.052,0,0,18,16,9.23
